PIC ID,Reference Name,Reference Link,Year,Conference (VENUE),Website,AUTHORS
thewidow,The Widow,http://www.makefashion.ca/make-fashion-spotlight-the-widow/,2014,MakeFashion,Infernal-Studios.com,"Shannon Chappell, Kayna Hardman"
biomimeticbride,Biomimetic Bride,http://www.makefashion.ca/make-fashion-spotlight-biomimetic-bride/,2014,MakeFashion,,"Catherine Hazin, Kelly Hofer, Dianne Gibson"
dragonqueen,Dragon Queen,http://www.makefashion.ca/make-fashion-spotlight-dragon-queen/,2014,MakeFashion,,"Elle Nguyen, Aman Dhalay"
celebrate,Celebrate,http://www.makefashion.ca/make-fashion-spotlight-celebrate/,2014,MakeFashion,facebook.com/genenegrant”,Genene Grant
proxima,Proxima,http://www.makefashion.ca/make-fashion-spotlight-proxima/,2014,MakeFashion,http://www.rfidjournal.com/articles/view?11716,"Laura Dempsey, Hannah Newton, Ben Reed, Dan Damron, Chris Zaal"
commonexp,Common Experience,http://www.makefashion.ca/make-fashion-spotlight-common-experience/,2014,MakeFashion,http://glass-slipper.net,"Kathryn Blair, Ryan Blair"
medusa,Medusa Fabulosa,http://www.makefashion.ca/make-fashion-spotlight-medusa-fabulosa/,2014,MakeFashion,http://fabricadabra.ca/,"Angela Dale, Vlad Lavrovsky"
techtie,MakeFashion Tech Tie,http://www.makefashion.ca/tech-tie/,2014,MakeFashion,,"Jeff de Boer, Grant McKee, Shannon Hoover"
chameleondress,Chameleon Cocktail Dress,http://www.makefashion.ca/portfolio-item/angela-dale-chameleon-dress/,2013,MakeFashion,https://youtu.be/B6kZEVGPfIs,Angela Dale
nightenvy,Team Night Envy,http://www.makefashion.ca/portfolio-item/team-night-envy/,2013,MakeFashion,,Team Night Envy
somaticsys,SOMATIC SYSTEM,http://www.makefashion.ca/portfolio-item/kath-blair/,2013,MakeFashion,,Kathryn Blair
capsuleyi,Capsule Yi,https://www.wearablemedia.co/,,Wearable Media,https://www.wearablemedia.co/,Capsule Yi
embodisuit,Embodisuit,http://www.rachelfreire.com/embodisuit,2018,TEI,https://dl.acm.org/citation.cfm?id=3173305,"Rachel Freire, Sophia Brueckner"
smartrituals,Smart Rituals,https://vimeo.com/205668520,2016,A/D/A Festival,https://www.kobakant.at/DIY/?p=6204,Mika Satomi
cryingdress,Crying Dress,https://www.kobakant.at/?p=222,,KOBAKANT,https://www.kobakant.at/?p=287,Kobakant
bloom,Live:scape BLOOM,https://vimeo.com/299296620,2017,AIFT,https://link-springer-com.ezproxy.lib.rmit.edu.au/chapter/10.1007/978-3-319-99695-0_27,Caroline Mcmillan
essence,Essence,https://dam-prod.media.mit.edu/x/2017/04/25/essence.pdf,2017,CHI,https://www.media.mit.edu/publications/essence-ol/,"Judith Amores, Pattie Maes"
skorpians,Skorpions,http://www.xslabs.net/skorpions/,2008,SIGGRAPH,http://webstaff.itn.liu.se/~jonun/web/teaching/2009-TNCG13/Siggraph08/talks/1838-abstract.pdf,"Joanna Berzowska, Di Mainstone, Marguerite Bromley, Marcelo
Coelho, David Gauthier, Francis Raymond, Valerie Boxer"
jacquard,Project Jacquard: Interactive Digital Textiles at Scale,https://atap.google.com/jacquard/,2016,CHI,http://delivery.acm.org.ezproxy.lib.rmit.edu.au/10.1145/2860000/2858176/p4216-poupyrev.pdf?ip=77.191.3.145&id=2858176&acc=OA&key=4D4702B0C3E38B35%2E4D4702B0C3E38B35%2E4D4702B0C3E38B35%2E5945DC2EABF3343C&__acm__=1559068751_06d758f09525992cb58879ce285077eb,Google
dontwantscreen,"""I don't Want to Wear a Screen"": Probing Perceptions of and Possibilities for Dynamic Displays on Clothing",http://artfordorks.com/pubs/16_CHI_Ebb.pdf,2016,CHI,http://delivery.acm.org.ezproxy.lib.rmit.edu.au/10.1145/2860000/2858192/p6028-devendorf.pdf?ip=77.191.3.145&id=2858192&acc=OA&key=4D4702B0C3E38B35%2E4D4702B0C3E38B35%2E4D4702B0C3E38B35%2E55173AAF18038796&__acm__=1559069322_88e99f0c32d6c9f1791fedd9cbfd2edb,"Laura Devendorf, Joanne Lo, Noura Howell, Jung Lin Lee, Nan-Wei Gong, M. Emre Karagozler, Shiho Fukuhara, Ivan Poupyrev, Eric Paulos, Kimiko Ryokai"
wearblaemediastudio,Meter,https://www.wearablemedia.co/,,Wearable Media,https://www.wearablemedia.co/,"Hellyn Teng, Yuchen Zhang"
audrey,AudRey,https://www.wearablemedia.co/audrey,,Wearable Media,https://www.wearablemedia.co/,"Hellyn Teng, Yuchen Zhang"
reefstone,Project Reefstone,https://www.wearablemedia.co/project-reefstone,,Wearable Media,https://www.wearablemedia.co/,"Hellyn Teng, Yuchen Zhang"
etextstation,Interactive E-Textile Station,https://www.wearablemedia.co/interactive-etextile-station,,Wearable Media,https://www.wearablemedia.co/,"Hellyn Teng, Yuchen Zhang"
concwear,Concentration-Activated Wearables,http://socialbodylab.com/concentration-activated-wearables/,,Social Body Lab,http://socialbodylab.com/,"Kate Hartman, Yiyi Shao, Chris Luginbuhl, Alexis Knipping, Boris Kourtoukov, Calliope Gazetas, Erin Lewis, Gabe Sawhney, Hazel Meyer, Hillary Predko, Izzie Colpitts-Campbell, Jackson McConnell, Julian Higuerey Nunez, Ken Leung, Loretta Faveri, Oldouz Moslemian, Ricardo Toller Correia, Rachael Kess, Rickee Charbonneau, Rob King, Ryan Maksymic, Stewart Shum, Valerie Carew"
supercuff,Super Hero Communicator Cuffs,http://socialbodylab.com/super-hero-communicator-cuffs/,2012,Social Body Lab,http://socialbodylab.com/,"Kate Hartman, Hazel Meyer, Ken Leung, Oldouz Moslemian"
audiencejack,Audiece Jacket,http://socialbodylab.com/audience-jacket/,2012,Social Body Lab,http://socialbodylab.com/,"Kate Hartman, Hazel Meyer, Ken Leung, Oldouz Moslemian"
kineticextend,Kinetic Body Extensions for Social Interactions,http://socialbodylab.com/kinetic-body-extensions-for-social-interactions/,2018,TEI,http://socialbodylab.com/,"Kate Hartman, Boris Kourtoukov, Erin Lewis"
limb,Limber,http://socialbodylab.com/limber/,2012,TEI,http://socialbodylab.com/,"Kate Hartman, Paula Gardner, Suzanne Stein, Derek Reilly, Madeline Ashby, Jen Chow, Julian Higuerey-Nunez, Rob King, Symon Oliver, Ken Leung, Gabe Sawhney, Oldouz Moslemian, Navaneethan Sivabalaviknara"
monarch,Monarch V2,http://socialbodylab.com/monarch-v2/,2015,TEI,http://socialbodylab.com/,"Kate Hartman, Alexis Knipping, Boris Kourtoukov, Izzie Colpitts-Campbell, Erin Lewis"
being,Prosthetic Technologies of Being,http://socialbodylab.com/prosthetic-technologies-of-being/,,Social Body Lab,http://socialbodylab.com/,"Kate Hartman, Boris Kourtoukov, Erin Lewis, Hillary Predko, Jackson McConnell, Rickee Charbonneau, Jamie Sherman"
aurora,Aurora Hat,http://socialbodylab.com/aurora-hat/,,Social Body Lab,http://socialbodylab.com/,"Kate Hartman, Yiyi Shao, Chris Luginbuhl, Alexis Knipping, Boris Kourtoukov, Calliope Gazetas, Erin Lewis, Gabe Sawhney, Hazel Meyer, Hillary Predko, Izzie Colpitts-Campbell, Jackson McConnell, Julian Higuerey Nunez, Ken Leung, Loretta Faveri, Oldouz Moslemian, Ricardo Toller Correia, Rachael Kess, Rickee Charbonneau, Rob King, Ryan Maksymic, Stewart Shum, Valerie Carew"
feathershoe,Feather Shoes,http://socialbodylab.com/feather-shoes/,,Social Body Lab,http://socialbodylab.com/,"Kate Hartman, Yiyi Shao, Chris Luginbuhl, Alexis Knipping, Boris Kourtoukov, Calliope Gazetas, Erin Lewis, Gabe Sawhney, Hazel Meyer, Hillary Predko, Izzie Colpitts-Campbell, Jackson McConnell, Julian Higuerey Nunez, Ken Leung, Loretta Faveri, Oldouz Moslemian, Ricardo Toller Correia, Rachael Kess, Rickee Charbonneau, Rob King, Ryan Maksymic, Stewart Shum, Valerie Carew"
feltphoton,Folding Felt Photon,http://socialbodylab.com/folding-felt-photon/,,Social Body Lab,http://socialbodylab.com/,"Kate Hartman, Yiyi Shao, Chris Luginbuhl, Alexis Knipping, Boris Kourtoukov, Calliope Gazetas, Erin Lewis, Gabe Sawhney, Hazel Meyer, Hillary Predko, Izzie Colpitts-Campbell, Jackson McConnell, Julian Higuerey Nunez, Ken Leung, Loretta Faveri, Oldouz Moslemian, Ricardo Toller Correia, Rachael Kess, Rickee Charbonneau, Rob King, Ryan Maksymic, Stewart Shum, Valerie Carew"
sleepers,Sleepers,http://socialbodylab.com/sleepers/,,Social Body Lab,http://socialbodylab.com/,"Kate Hartman, Yiyi Shao, Chris Luginbuhl, Alexis Knipping, Boris Kourtoukov, Calliope Gazetas, Erin Lewis, Gabe Sawhney, Hazel Meyer, Hillary Predko, Izzie Colpitts-Campbell, Jackson McConnell, Julian Higuerey Nunez, Ken Leung, Loretta Faveri, Oldouz Moslemian, Ricardo Toller Correia, Rachael Kess, Rickee Charbonneau, Rob King, Ryan Maksymic, Stewart Shum, Valerie Carew"
featherbelt,Feather Belt,http://socialbodylab.com/feather-belt/,,Social Body Lab,http://socialbodylab.com/,"Kate Hartman, Yiyi Shao, Chris Luginbuhl, Alexis Knipping, Boris Kourtoukov, Calliope Gazetas, Erin Lewis, Gabe Sawhney, Hazel Meyer, Hillary Predko, Izzie Colpitts-Campbell, Jackson McConnell, Julian Higuerey Nunez, Ken Leung, Loretta Faveri, Oldouz Moslemian, Ricardo Toller Correia, Rachael Kess, Rickee Charbonneau, Rob King, Ryan Maksymic, Stewart Shum, Valerie Carew"
mattdrinkwatter,SXSW Spotlight feat. Fashion Innovation Agency’s Matthew Drinkwatter,http://www.fashionotes.com/content/2017/03/sxsw-spotlight-feat-fashion-innovation-agencys-matthew-drinkwatter/,2017,SXSW,https://fashion-enterprise.com/team/matthew-drinkwater,Matthew Drinkwatter
loudthanlabels,Louder than Labels,https://alleles.ca/,2019,Louder than Labels,https://alleles.ca/faq/,alleles
neurocouture,Neurocouture,http://www.neurocouture.com/,2016,New York Fashion Week F/W,http://www.neurocouture.com/,Neurocouture
duoskin,DuoSkin: Rapidly Prototyping On-Skin User Interfaces Using Skin-Friendly Materials,https://duoskin.media.mit.edu/duoskin_iswc16.pdf,2016,ISWC,https://www.cindykao.com/DuoSkin,"Cindy Hsin-Liu Kao, Asta Roseway, Christian Holz, Paul Johns, Andres Calvo, Chris Schmandt"
nailo,NailO: Fingernails as an Input Surface,https://www.cse.unr.edu/~dascalus/HCI2018_paper_3.pdf,2015,CHI,https://www.cindykao.com/NailO,"Hsin-Liu (Cindy) Kao, Artem Dementyev, Joseph A. Paradiso, and Chris Schmandt"
kino,Exploring Interactions and Perceptions of KineticWearables,https://dam-prod.media.mit.edu/x/2017/07/08/p391-kao.pdf,2017,DIS,https://www.cindykao.com/Kino,"Hsin-Liu (Cindy) Kao, Deborah Ajilo, Oksana Anilionyte, Artem Dementyev, Inrak Choi, Sean Follmer, Chris Schmandt"
chromoskin,ChromoSkin: Towards InteractiveCosmetics Using ThermochromicPigments,http://files.cargocollective.com/569367/ea3703-kao.pdf,2016,CHI,https://www.cindykao.com/ChromoSkin,"Hsin-Liu (Cindy) Kao, Manisha Mohan, Chris Schmandt, Joseph A. Paradiso, Katia Vega"
earthtones,EarthTones: Chemical Sensing Powders to Detect and Display Environmental Hazards through Color Variation,http://files.cargocollective.com/569367/ea872-kao.pdf,2017,CHI,https://www.cindykao.com/EarthTones,"Bichlien Nguyen, Hsin-Liu (Cindy) Kao, Asta Roseway, Michael Dickey"
skinmorph,"Skinmorph: texture-tunable on-skin interface through thin, programmable gel",https://files.cargocollective.com/569367/SkinMorph_Kao.pdf,2018,ISWC,https://www.cindykao.com/SkinMorph,"Hsin-Liu (Cindy) Kao, Miren Bamforth, David Kim, Chris Schmandt"
skinwire,SkinWire,https://files.cargocollective.com/569367/a116-Kao.pdf,2018,UbiComp,https://www.cindykao.com/SkinWire,"ABDELKAREEM BEDRI, KENT LYONS, HSIN-LIU (CINDY) KAO"
lightbundle,LightBundle,http://files.cargocollective.com/569367/lightBundle-chi-camera-ready-v1_FINAL_compressed.pdf,2014,CHI,https://www.cindykao.com/LightBundle,"Meng Yee (Michael) Chuah, Michael Degen, Jason Tucker, Hiroshi Ishii, Hsin-Liu (Cindy) Kao"
clayodor,clayodor,http://files.cargocollective.com/569367/TEI_Clayodor_v03_CAMERA_READY_v2_compressed.pdf,2015,TEI,https://www.cindykao.com/clayodor,"Cindy Hsin-Liu Kao, Ermal Dreshaj, Judith Amores, Sang-won Leigh, Xavier Benavides, Pattie Maes, Ken Perlin, Hiroshi Ishii"
intouch,InTouch,https://link.springer.com/content/pdf/10.1007%2F978-3-642-39238-2.pdf,2013,SPRINGER ,https://www.cindykao.com/inTouch,HCI2013 International
invisible,The Invisible around the Visible,https://yichinlee.net/Invisible-around-Visible,2018,,https://yichinlee.net/,Yi Chin Lee
sleepingbeauty,Sleeping Beauty,https://yichinlee.net/Sleeping-Beauty,2016,,https://yichinlee.net/,Yi Chin Lee
SmartSleeve,"SmartSleeve: Real-time Sensing of Surface and Deformation Gestures on Flexible, Interactive Textiles, using a Hybrid Gesture Detection Pipeline",https://dl.acm.org/citation.cfm?id=3126594.3126652,2017,UIST,http://mi-lab.org/projects/smartsleeve/,"Patrick Parzer, Adwait Sharma, Anita Vogl, Jurgen Steimle, Alex Olwal, Michael Haller"
resi,"RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns",https://dl.acm.org/citation.cfm?id=3242664,2018,UIST,http://mi-lab.org/projects/resi/,"Patrick Parzer, Florian Perteneder, Kathrin Probst, Christian Rendl, Joanne Leong, Sarah Schutz,Anita Vogl, Reinhard Schwodiauer, Martin Kaltenbrunner, Siegfried Bauer, Michael Haller"
stretcheband,"StretchEBand: Enabling Fabric-Based Interactions
through Rapid Fabrication of Textile Stretch Sensors",http://mi-lab.org/wp-content/uploads/2017/05/StretchEBand-final-compressed.pdf,2017,CHI,http://mi-lab.org/projects/stretcheband/,"Anita Vogl, Patrick Parzer, Teo Babic, Joanne Leong, Alex Olwal, Michael Haller"
procover,proCover: Sensory Augmentation of Prosthetic Limbs Using Smart Textile Covers,http://mi-lab.org/wp-content/uploads/2016/10/2016-08-16-proCover.pdf,2016,UIST,http://mi-lab.org/projects/procover/,"Joanne Leong, Patrick Parzer, Florian Perteneder, Teo Babic, Christian Rendl, Anita Vogl, Hubert Egger, Alex Olwal, Michael Haller"
flexcase,FlexCase: Enhancing Mobile Interaction with a Flexible Sensing and Display Cover,http://mi-lab.org/files/2016/03/FlexCase-Web.pdf,2016,CHI,http://mi-lab.org/projects/flexcase/,"Christian Rendl, David Kim, Patrick Parzer, Sean Fanello, Martin Zirkl, Gregor Scheipl, Michael Haller, Shahram Izadi"
flextiles,"FlexTiles: A Flexible, Stretchable, Formable, Pressure-Sensitive, Tactile Input Sensor",http://mi-lab.org/wp-content/uploads/2016/04/Flextiles-Interactivity-FINAL.pdf,2016,CHI,http://mi-lab.org/projects/flextiles/,"Patrick Parzer, Kathrin Probst, Teo Babic, Christian Rendl, Anita Vogl, Alex Olwal, Michael Haller"
bodyvis,BodyVis: A New Approach to Body Learning Through Wearable Sensing and Visualization,http://www.cs.umd.edu/hcil/trs/2015-06/2015-06.pdf,2015,CHI,https://makeabilitylab.cs.washington.edu/,"Leyla Norooz, Matthew L. Mauriello, Anita Jorgensen, Brenna McNally, Jon E. Froehlich"
CyclopsRing,CyclopsRing: Enabling Whole-Hand and Context-Aware Interactions Through a Fisheye Ring,https://dl.acm.org/citation.cfm?id=2807450,2015,UIST,,"Liwei Chan, Yi-Ling Chen, Chi-Hao Hsieh, Rong-Hao Liang, Bing-Yu Chen"
fingerpad,FingerPad: Private and Subtle Interaction Using Fingertips,https://dl.acm.org/citation.cfm?id=2502016,2013,UIST,http://www.cmlab.csie.ntu.edu.tw/~howieliang/FingerPad.html,"Liwei Chan, Rong-Hao Liang, Ming-Chang Tsai, Kai-Yin Cheng, Chao-Huai Su, Mike Y. Chen, Wen-Huang Cheng, Bing-Yu Chen"
palmrc,PalmRC: Imaginary Palm-based Remote Control for Eyes-free Television Interaction,https://dl.acm.org/citation.cfm?doid=2325616.2325623,2012,EuroITV,https://www.informatik.tu-darmstadt.de/telekooperation/research_2/completed_projects/talk___touch_interaction/palm_based_remote_control/index.en.jsp,"Niloofar Dezfuli, Mohammadreza Khalilbeigi, Jochen Huber, Florian Benjamin Müller,  Max Mühlhäuser"
diamondtouch,DiamondTouch: A Multi-User Touch Technology,https://www.merl.com/publications/docs/TR2003-125.pdf,2001,UIST,https://en.wikipedia.org/wiki/DiamondTouch,"Paul Dietz, Darren Leigh"
D850945,Wearable Device (USD850945S1),https://patents.google.com/patent/USD850945S1/en?oq=D850%2c945,2019,PATENT,,"Jody Akana, Bartley K. Andre, Shota Aoyagi, Anthony Michael Ashcroft, Jeremy Bataillou, Daniel J. Coster, Daniele De Iuliis, M. Evans Hankey, Julian Hoenig, Richard P. Howarth, Jonathan P. Ive, Duncan Robert Kerr, Marc A. Newson, Matthew Dean Rohrbach, Peter Russell-Clarke, Benjamin Andrew Shaffer, Mikael Silvanto, Christopher J. Stringer, Eugene Antony Whang, Rico Zörkendörfer"
D850943,Wearable Tracking Device (USD850943S1),https://patents.google.com/patent/USD850943S1/en?oq=D850%2c943,2019,PATENT,,Dolores Gill
C181130,Wearable Data Hub (181130),https://www.wipo.int/designdb/en/index.jsp,2019,PATENT,,WIPO
D850365,Wearable Device Charger (USD850365S1),https://patents.google.com/patent/USD850365S1/en?oq=USD850365,2019,PATENT,,"Arne D. Loermann, Nikolaj Hviid"
D850627,Wearable (USD850627S1),https://patents.google.com/patent/USD850627S1/en?oq=USD850627,2019,PATENT,,"Kashyap Purani, Chet Larrow"
D850422,Wearable Microphone (USD850422S1),https://patents.google.com/patent/USD850422S1/en?oq=USD850422,2019,PATENT,,"James Lamb, Yvonne Ho"
D849704,Wearable Electronic Device (USD849704S1),https://patents.google.com/patent/USD849704S1/en?oq=USD849704,2019,PATENT,,"Jaewon Kim, Sunki Kim, Woonhee Park, Jaeheung Park, Dongjae Lee"
D848876,Wearable Device (USD848876S1),https://patents.google.com/patent/USD848876S1/en?oq=USD848876,2019,PATENT,,Sherman Lee
D848875,Wrist wearable fitness band tracker (USD848875S1),https://patents.google.com/patent/USD848875S1/en?oq=USD848875,2019,PATENT,,"Bernhard Wildner, Kenneth S.M. Ling, Alexander Joseph Ringrose, Patrick James Markan, Gad Amit, Daniel Joseph Clifton, Erik Keith Askin"
D849140,Wearable Display Device (USD849140S1),https://patents.google.com/patent/USD849140S1/en?oq=USD849140,2019,PATENT,,Andrew Zenoff
D848509,Wearable Camera (USD848509S1),https://patents.google.com/patent/USD848509S1/en?oq=USD848509,2019,PATENT,,Yu-Wei Lee
D847671,Wearable Thermometer (USD847671S1),https://patents.google.com/patent/USD847671S1/en?oq=USD847671,2019,PATENT,,Thomas Fleet
D847670,Wearable Thermometer (USD847670S1),https://patents.google.com/patent/USD847670S1/en?oq=USD847670,2019,PATENT,,Thomas Fleet
D847821,Wearable Device Holder (USD847821S1),https://patents.google.com/patent/USD847821S1/en?oq=USD847821,2019,PATENT,,Mihir Gowda
D847359,Wearable Mircocurrent Device (USD847359S1),https://patents.google.com/patent/USD847359S1/en?oq=USD847359,2019,PATENT,,"Dale G. Kern, Richard R. Best, Toan Doan"
D847194,Display screen of a wearable device with graphical user interface (USD847194S1),https://patents.google.com/patent/USD847194S1/en?oq=USD847194,2019,PATENT,,"Yajing Zhu, Ting Sun, Aoxiang Li, Yili Lin, Haixin Wang"
EU006375879,Wearable activity trackers (Registered and fully published),https://www.wipo.int/designdb/en/index.jsp#,2019,PATENT,,WIPO
D845308,Universal stand for electronic device and electronic wearable device (USD845308S1),https://patents.google.com/patent/USD845308S1/en?oq=USD845308,2019,PATENT,,Rong Ma
D844251,Wearable item (USD844251S1),https://patents.google.com/patent/USD844251S1/en?oq=USD844251,2019,PATENT,,Ulysses Martinez
D843241,Wearable Adhesive Monitor (USD843241S1),https://patents.google.com/patent/USD843241S1/en?oq=USD843241,2019,PATENT,,Benjamin Duck
D843370,Wearable Electronic Device (USD843370S1),https://patents.google.com/patent/USD843370S1/en?oq=USD843370,2019,PATENT,,"Yvan Arpa, Yongseok Bang, Kwangha Choi, Jaehyung Hong"
